serial,ad_name,ad_set_name,amount_spent,max_roas,scroll_stop_30,hook_hold_rate_40,hold_rate_20,frequency,reach,results,result_rate,cpr,cpc,ctr,3_sec_video,25_play,50_play,75_play,100_play
65,ad_id_1671,ad_set_069,7.2,0.0,46.2,43.84,20.25,1.07,148,0,0.0,0.0,1.8,2.53,73,36,24,13,6
66,ad_id_1456,ad_set_102,25.25,0.0,45.74,37.21,17.02,1.06,620,0,0.0,0.0,0.9,4.26,301,137,68,38,20
67,ad_id_452,ad_set_039,1.8,0.0,70.37,50.0,35.19,1.54,35,0,0.0,0.0,1.8,1.85,38,19,17,11,10
68,ad_id_1597,ad_set_012,557.75,1.64,49.69,43.32,21.53,1.45,9997,19,13.14,29.36,0.95,4.08,7183,3490,1941,1180,749
69,ad_id_46,ad_set_063,143.12,1.26,59.06,48.58,28.69,1.2,3371,3,7.41,47.71,1.01,3.51,2390,1378,749,486,248
70,ad_id_1176,ad_set_037,1.59,0.0,39.34,50.0,19.67,1.15,53,0,0.0,0.0,1.59,1.64,24,14,8,7,3
71,ad_id_154,ad_set_043,15.52,0.0,60.49,46.8,28.31,1.08,454,0,0.0,0.0,1.03,3.05,297,171,85,47,31
72,ad_id_453,ad_set_060,15.49,0.0,47.24,35.47,16.76,1.15,488,0,0.0,0.0,0.74,3.74,265,116,66,45,26
73,ad_id_1135,ad_set_115,3.87,0.0,27.88,27.59,7.69,1.05,99,0,0.0,0.0,3.87,0.96,29,20,8,4,2
74,ad_id_643,ad_set_034,5.66,0.0,47.21,31.18,14.72,1.36,145,0,0.0,0.0,0.71,4.06,93,54,30,23,19
75,ad_id_409,ad_set_098,4.34,0.0,38.06,39.22,14.93,1.41,95,0,0.0,0.0,0.72,4.48,51,35,21,14,9
76,ad_id_865,ad_set_049,31.73,1.5,38.84,38.97,15.14,1.21,832,1,9.96,31.73,1.02,3.09,390,270,161,103,84
77,ad_id_1269,ad_set_071,35.84,1.23,36.54,40.9,14.94,1.12,873,1,10.24,35.84,1.43,2.56,357,245,156,103,74
78,ad_id_896,ad_set_054,5.01,0.0,30.95,34.62,10.71,1.14,147,0,0.0,0.0,0.84,3.57,52,35,19,14,13
79,ad_id_165,ad_set_083,1.27,0.0,20.34,25.0,5.08,1.13,52,0,0.0,0.0,0.0,0.0,12,7,3,3,2
80,ad_id_948,ad_set_010,3.29,0.0,31.67,31.58,10.0,1.18,51,0,0.0,0.0,0.0,0.0,19,12,7,5,3
81,ad_id_1299,ad_set_109,2.5,0.0,38.61,30.77,11.88,1.07,94,0,0.0,0.0,0.63,3.96,39,27,12,8,4
82,ad_id_1258,ad_set_083,22.63,0.0,38.73,41.44,16.05,1.3,579,0,0.0,0.0,1.26,2.39,292,191,126,89,66
83,ad_id_580,ad_set_018,28.58,2.24,42.19,40.51,17.09,1.18,867,1,9.77,28.58,0.92,3.03,432,312,180,135,111
84,ad_id_1284,ad_set_066,3.62,0.0,34.19,22.5,7.69,1.38,85,0,0.0,0.0,1.81,1.71,40,25,10,7,7
85,ad_id_354,ad_set_051,106.74,0.0,57.56,48.61,27.98,1.44,1917,0,0.0,0.0,1.1,3.52,1584,967,612,403,238
86,ad_id_176,ad_set_019,0.22,0.0,43.75,57.14,25.0,1.07,15,0,0.0,0.0,0.22,6.25,7,5,4,3,1
87,ad_id_367,ad_set_062,121.94,0.71,41.32,37.95,15.68,1.39,2361,2,6.09,60.97,1.1,3.38,1357,929,543,419,324
88,ad_id_1550,ad_set_014,64.47,0.74,58.33,47.62,27.78,1.17,1324,1,6.46,64.47,1.29,3.23,903,524,270,174,111
89,ad_id_92,ad_set_070,13.21,6.93,53.51,45.7,24.46,1.08,381,2,48.43,6.61,0.88,3.63,221,126,61,31,23
90,ad_id_1033,ad_set_062,7.79,0.0,56.03,41.54,23.28,1.07,217,0,0.0,0.0,1.3,2.59,130,65,30,18,14
91,ad_id_240,ad_set_102,5.51,0.0,57.94,45.16,26.17,1.05,102,0,0.0,0.0,1.84,2.8,62,30,18,11,8
92,ad_id_499,ad_set_052,1.13,0.0,45.16,35.71,16.13,1.03,30,0,0.0,0.0,0.0,0.0,14,6,4,2,2
93,ad_id_666,ad_set_105,25.98,1.69,55.29,46.77,25.86,1.18,664,1,12.74,25.98,1.13,2.93,434,259,150,82,48
94,ad_id_636,ad_set_082,0.87,0.0,58.33,50.0,29.17,1.09,22,0,0.0,0.0,0.0,0.0,14,9,5,3,1
95,ad_id_922,ad_set_031,10.45,0.0,59.27,36.73,21.77,1.11,223,0,0.0,0.0,1.49,2.82,147,75,40,19,11
96,ad_id_1618,ad_set_065,29.65,1.48,57.97,43.98,25.49,1.15,750,1,11.64,29.65,1.1,3.14,498,291,171,99,54
97,ad_id_1108,ad_set_066,1.97,0.0,53.33,43.75,23.33,1.07,28,0,0.0,0.0,1.97,3.33,16,11,4,2,1
98,ad_id_1092,ad_set_033,3.69,0.0,44.59,57.58,25.68,1.14,65,0,0.0,0.0,0.92,5.41,33,21,14,8,4
99,ad_id_233,ad_set_031,3.2,0.0,59.18,44.83,26.53,1.07,46,0,0.0,0.0,3.2,2.04,29,13,9,1,1
100,ad_id_1659,ad_set_007,48.87,0.0,54.4,44.63,24.28,1.27,1041,0,0.0,0.0,1.4,2.66,717,424,214,137,84
101,ad_id_1453,ad_set_110,16.17,2.97,51.06,46.63,23.81,1.13,335,1,26.46,16.17,1.62,2.65,193,115,79,44,29
102,ad_id_494,ad_set_021,15.42,4.15,54.29,44.98,24.42,1.12,344,1,25.97,15.42,1.1,3.64,209,126,70,35,29
103,ad_id_1391,ad_set_049,10.68,0.0,55.45,52.38,29.04,1.13,269,0,0.0,0.0,1.19,2.97,168,112,69,52,27
104,ad_id_1511,ad_set_093,19.92,0.0,42.54,48.85,20.78,1.13,362,0,0.0,0.0,1.0,4.89,174,101,61,46,28
105,ad_id_1378,ad_set_056,1618.66,1.45,32.58,45.39,14.79,1.7,22759,50,12.92,32.37,0.98,4.25,12612,6893,4594,3391,2213
106,ad_id_1163,ad_set_109,2041.56,2.19,36.34,43.15,15.68,1.33,40144,99,18.48,20.62,0.83,4.62,19468,5727,3602,2523,1898
107,ad_id_937,ad_set_072,54.71,0.0,45.75,36.59,16.74,1.17,1336,0,0.0,0.0,0.99,3.51,716,317,195,147,102
108,ad_id_894,ad_set_099,39.53,0.99,43.75,36.6,16.02,1.2,1088,1,7.66,39.53,0.76,3.98,571,260,155,118,85
109,ad_id_1491,ad_set_016,395.18,1.86,48.11,38.32,18.43,1.4,8213,13,11.29,30.4,1.0,3.45,5538,2573,1496,1143,764
110,ad_id_1179,ad_set_061,62.13,0.71,47.71,35.79,17.08,1.23,1386,1,5.87,62.13,1.07,3.4,813,346,190,138,94
111,ad_id_1043,ad_set_006,62.28,0.0,50.63,45.09,22.83,1.16,1023,0,0.0,0.0,1.33,3.96,601,326,223,182,110
112,ad_id_931,ad_set_061,0.49,0.0,17.65,33.33,5.88,1.89,18,0,0.0,0.0,0.0,0.0,6,1,1,0,0
113,ad_id_1,ad_set_009,2.27,0.0,33.33,25.0,8.33,1.16,31,0,0.0,0.0,2.27,2.78,12,1,1,0,0
114,ad_id_1684,ad_set_008,284.75,0.54,35.58,48.63,17.3,1.22,4374,4,7.5,71.19,1.18,4.54,1898,1097,726,549,345
115,ad_id_457,ad_set_023,80.2,1.06,43.15,41.03,17.7,1.4,1034,2,13.83,40.1,1.22,4.56,624,189,120,88,57
116,ad_id_54,ad_set_071,0.3,0.0,13.64,33.33,4.55,1.22,18,0,0.0,0.0,0.0,0.0,3,2,1,0,0
117,ad_id_567,ad_set_099,1.19,0.0,29.41,33.33,9.8,1.24,41,0,0.0,0.0,1.19,1.96,15,5,4,2,1
118,ad_id_781,ad_set_081,591.23,1.58,41.69,41.15,17.16,1.77,8266,19,12.99,31.12,0.97,4.18,6100,2790,1806,1127,733
119,ad_id_169,ad_set_067,1.89,0.0,10.13,50.0,5.06,2.39,66,0,0.0,0.0,1.89,0.63,16,5,3,3,3
120,ad_id_1508,ad_set_034,2734.66,2.2,36.25,43.26,15.68,1.41,49437,128,18.4,21.36,0.84,4.65,25220,7488,4675,3372,2493
121,ad_id_1343,ad_set_014,3534.91,1.97,36.08,43.31,15.63,1.49,64597,153,15.88,23.1,0.78,4.73,34767,10287,6408,4600,3366
122,ad_id_796,ad_set_038,1.32,0.0,11.63,33.33,3.88,2.08,62,0,0.0,0.0,0.0,0.0,15,0,0,0,0
123,ad_id_292,ad_set_073,0.23,0.0,62.5,40.0,25.0,1.0,8,0,0.0,0.0,0.23,12.5,5,2,1,1,1
124,ad_id_710,ad_set_092,108.66,0.88,41.05,33.57,13.78,1.42,1691,1,4.16,108.66,0.98,4.62,986,132,82,61,50
125,ad_id_502,ad_set_106,4.57,0.0,45.27,40.3,18.24,1.17,126,0,0.0,0.0,0.35,8.78,67,7,6,6,4
126,ad_id_199,ad_set_022,46.17,0.0,50.85,34.45,17.52,1.4,1008,0,0.0,0.0,0.92,3.55,717,258,144,93,72
127,ad_id_644,ad_set_106,1.95,0.0,41.67,45.71,19.05,1.18,71,0,0.0,0.0,0.39,5.95,35,16,9,5,5
128,ad_id_1081,ad_set_103,4.18,0.0,26.63,34.69,9.24,2.01,183,0,0.0,0.0,0.84,1.36,98,35,18,15,8
129,ad_id_212,ad_set_003,2.84,0.0,14.69,48.39,7.11,2.11,100,0,0.0,0.0,0.71,1.9,31,16,8,3,2
130,ad_id_442,ad_set_052,119.98,1.11,42.71,38.55,16.46,1.54,2398,3,8.15,39.99,0.69,4.75,1572,713,424,312,202
131,ad_id_650,ad_set_045,2.03,0.0,39.83,23.4,9.32,1.15,103,0,0.0,0.0,0.34,5.08,47,15,9,4,2
132,ad_id_357,ad_set_076,17.35,0.0,37.82,44.61,16.87,1.89,481,1,11.03,17.35,0.75,2.54,343,183,128,97,65
133,ad_id_860,ad_set_047,25.95,0.0,29.4,38.46,11.31,1.68,605,0,0.0,0.0,0.81,3.15,299,156,62,42,29
134,ad_id_313,ad_set_099,65.95,0.52,37.0,39.73,14.7,1.44,1367,1,5.07,65.95,1.29,2.58,730,343,239,194,143
135,ad_id_657,ad_set_083,6.03,0.0,31.78,43.14,13.71,1.43,225,0,0.0,0.0,0.75,2.49,102,49,39,30,23
136,ad_id_1333,ad_set_094,0.11,0.0,50.0,50.0,25.0,1.09,11,0,0.0,0.0,0.0,0.0,6,4,3,2,2
137,ad_id_321,ad_set_007,0.05,0.0,0.0,0.0,0.0,1.0,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0
138,ad_id_640,ad_set_013,3.07,0.0,41.67,53.33,22.22,1.06,68,0,0.0,0.0,1.54,2.78,30,18,11,8,3
139,ad_id_879,ad_set_067,2.5,0.0,34.94,31.03,10.84,1.05,79,0,0.0,0.0,0.83,3.61,29,9,8,7,5
140,ad_id_281,ad_set_068,4.2,0.0,43.02,43.24,18.6,1.06,81,0,0.0,0.0,1.4,3.49,37,20,12,11,9
141,ad_id_1393,ad_set_083,0.19,0.0,41.67,20.0,8.33,1.2,10,0,0.0,0.0,0.0,0.0,5,1,1,1,1
142,ad_id_325,ad_set_024,1.36,0.0,31.58,46.67,14.74,1.44,66,0,0.0,0.0,0.68,2.11,30,16,8,4,3
143,ad_id_383,ad_set_092,2189.77,2.39,32.27,48.93,15.79,1.79,27342,112,22.85,19.55,0.94,4.74,15820,9207,6143,4561,2997
144,ad_id_917,ad_set_083,2723.74,1.9,32.54,48.81,15.88,1.85,35140,111,17.12,24.54,0.9,4.64,21102,12106,8176,6138,3880
145,ad_id_613,ad_set_004,46.81,0.0,39.55,36.12,14.29,1.23,1059,0,0.0,0.0,1.2,3.0,515,227,165,139,93
146,ad_id_229,ad_set_105,54.02,0.0,0.0,0.0,0.0,1.61,1406,0,0.0,0.0,1.35,1.77,0,0,0,0,0
147,ad_id_1535,ad_set_018,1.02,0.0,50.0,50.0,25.0,1.19,37,0,0.0,0.0,1.02,2.27,22,13,9,9,5
148,ad_id_963,ad_set_033,49.75,0.86,51.51,32.83,16.91,1.26,1134,1,7.02,49.75,0.87,4.0,734,434,174,125,69
149,ad_id_978,ad_set_067,1898.48,2.16,32.16,49.63,15.96,1.81,25291,84,18.33,22.6,0.89,4.66,14742,8483,5515,4074,2644
150,ad_id_529,ad_set_109,2.74,0.0,43.87,55.88,24.52,1.38,112,0,0.0,0.0,0.46,3.87,68,41,33,21,13
151,ad_id_775,ad_set_002,0.33,0.0,45.83,45.45,20.83,1.14,21,0,0.0,0.0,0.33,4.17,11,7,4,3,2
152,ad_id_10,ad_set_019,4017.25,1.94,31.22,48.87,15.26,2.07,50572,163,15.6,24.65,0.88,4.34,32626,18813,12291,8974,5790
153,ad_id_792,ad_set_018,0.46,0.0,35.0,28.57,10.0,1.05,19,0,0.0,0.0,0.46,5.0,7,3,2,1,1
154,ad_id_361,ad_set_010,1.09,0.0,37.04,20.0,7.41,1.23,22,0,0.0,0.0,0.55,7.41,10,6,2,2,2
155,ad_id_1076,ad_set_052,28.18,0.0,60.32,39.87,24.05,1.07,1205,0,0.0,0.0,0.61,3.56,780,432,227,170,102
156,ad_id_1577,ad_set_109,3.15,0.0,42.65,32.76,13.97,1.12,121,0,0.0,0.0,0.45,5.15,58,20,15,11,5
157,ad_id_1140,ad_set_004,0.43,0.0,62.07,22.22,13.79,1.07,27,0,0.0,0.0,0.43,3.45,18,5,3,3,1
158,ad_id_23,ad_set_006,0.5,0.0,37.5,22.22,8.33,1.04,23,0,0.0,0.0,0.0,0.0,9,2,2,2,1
159,ad_id_1048,ad_set_031,0.74,0.0,65.63,38.1,25.0,1.23,26,0,0.0,0.0,0.74,3.13,21,10,5,5,5
160,ad_id_1580,ad_set_023,1.73,0.0,20.51,50.0,10.26,1.05,37,0,0.0,0.0,0.87,5.13,8,4,3,2,2
161,ad_id_806,ad_set_068,0.34,0.0,29.17,57.14,16.67,1.14,21,0,0.0,0.0,0.0,0.0,7,4,3,3,1
162,ad_id_1155,ad_set_042,461.48,1.45,58.99,39.09,23.06,1.39,15612,17,7.86,27.15,0.73,2.9,12761,6754,3600,2645,1607
163,ad_id_1157,ad_set_053,0.14,0.0,0.0,0.0,0.0,1.5,14,0,0.0,0.0,0.0,0.0,0,0,0,0,0
164,ad_id_1621,ad_set_022,0.29,0.0,41.67,10.0,4.17,1.04,23,0,0.0,0.0,0.0,0.0,10,1,1,1,1
165,ad_id_1225,ad_set_008,26.38,0.0,34.53,25.0,8.63,1.11,678,0,0.0,0.0,1.01,3.45,260,99,53,41,30
166,ad_id_445,ad_set_002,26.59,0.0,40.53,28.24,11.44,1.12,475,0,0.0,0.0,1.56,3.19,216,108,47,38,25
167,ad_id_121,ad_set_021,28.8,0.0,42.0,39.12,16.43,1.21,579,0,0.0,0.0,1.6,2.57,294,116,58,41,30
168,ad_id_1562,ad_set_027,159.32,1.42,34.36,43.17,14.83,1.99,2802,5,8.99,31.86,0.75,3.83,1911,1081,540,315,212
169,ad_id_1554,ad_set_056,41.12,0.0,48.47,25.92,12.56,1.16,1013,0,0.0,0.0,1.33,2.63,571,150,83,47,34
170,ad_id_1035,ad_set_024,54.06,0.0,44.92,29.43,13.22,1.28,895,0,0.0,0.0,1.74,2.71,513,473,256,179,155
171,ad_id_906,ad_set_065,0.06,0.0,36.36,0.0,0.0,1.1,10,0,0.0,0.0,0.0,0.0,4,4,1,0,0
172,ad_id_843,ad_set_091,18.98,2.11,54.5,33.72,18.38,1.04,757,1,12.67,18.98,1.19,2.03,430,210,106,78,44
173,ad_id_738,ad_set_047,4.34,0.0,57.24,15.66,8.97,1.04,139,0,0.0,0.0,4.34,0.69,83,19,12,9,6
174,ad_id_123,ad_set_092,0.28,0.0,33.33,60.0,20.0,1.0,15,0,0.0,0.0,0.28,6.67,5,4,3,2,0
175,ad_id_1722,ad_set_102,0.97,0.0,51.72,33.33,17.24,1.0,29,0,0.0,0.0,0.49,6.9,15,6,3,2,2
176,ad_id_490,ad_set_050,1.52,0.0,26.98,35.29,9.52,1.02,62,0,0.0,0.0,1.52,1.59,17,8,4,4,1
177,ad_id_254,ad_set_087,6.98,0.0,56.0,15.71,8.8,1.05,238,0,0.0,0.0,1.75,1.6,140,30,14,13,7
178,ad_id_1679,ad_set_018,1.32,0.0,56.0,35.71,20.0,1.09,23,0,0.0,0.0,1.32,4.0,14,7,4,3,3
179,ad_id_795,ad_set_020,54.0,0.72,57.31,23.73,13.6,1.2,1456,1,5.71,54.0,0.96,3.2,1003,293,170,114,65
180,ad_id_187,ad_set_092,22.75,0.0,32.57,47.55,15.49,1.05,417,0,0.0,0.0,1.26,4.1,143,82,54,34,25
181,ad_id_1646,ad_set_090,2.48,0.0,37.14,57.69,21.43,1.01,69,0,0.0,0.0,1.24,2.86,26,17,8,6,6
182,ad_id_477,ad_set_064,1.64,0.0,41.67,40.0,16.67,1.0,24,0,0.0,0.0,1.64,4.17,10,4,3,3,1
183,ad_id_70,ad_set_104,0.27,0.0,35.29,16.67,5.88,1.0,17,0,0.0,0.0,0.27,5.88,6,1,1,1,1
184,ad_id_1578,ad_set_107,4.1,15.6,65.22,38.33,25.0,1.01,182,1,54.35,4.1,0.82,2.72,120,50,38,32,21
185,ad_id_816,ad_set_065,0.58,0.0,50.0,50.0,25.0,1.0,20,0,0.0,0.0,0.0,0.0,10,7,2,1,1
186,ad_id_522,ad_set_049,4.96,0.0,46.15,53.7,24.79,1.02,115,0,0.0,0.0,0.83,5.13,54,32,24,18,13
187,ad_id_481,ad_set_106,2.69,0.0,44.44,46.88,20.83,1.0,72,0,0.0,0.0,0.9,4.17,32,16,15,9,6
188,ad_id_546,ad_set_023,0.84,0.0,51.52,17.65,9.09,1.03,32,0,0.0,0.0,0.42,6.06,17,4,3,2,2
189,ad_id_1553,ad_set_063,5.19,0.0,58.64,28.57,16.75,1.03,185,0,0.0,0.0,0.87,3.14,112,45,24,13,9
190,ad_id_30,ad_set_067,11.35,0.0,61.93,22.94,14.21,1.01,369,0,0.0,0.0,1.26,2.41,231,77,43,28,16
191,ad_id_51,ad_set_026,1.9,0.0,61.76,28.57,17.65,1.03,33,0,0.0,0.0,1.9,2.94,21,9,3,3,3
192,ad_id_438,ad_set_066,0.79,0.0,47.62,20.0,9.52,1.0,21,0,0.0,0.0,0.0,0.0,10,3,1,1,1
193,ad_id_1524,ad_set_068,1.69,0.0,14.81,50.0,7.41,1.08,25,0,0.0,0.0,0.0,0.0,4,2,2,2,1
194,ad_id_1767,ad_set_067,0.91,0.0,17.39,25.0,4.35,1.05,22,0,0.0,0.0,0.0,0.0,4,2,1,1,1
195,ad_id_1330,ad_set_086,9.23,0.0,43.01,25.0,10.75,1.09,170,0,0.0,0.0,1.15,4.3,80,31,16,11,8
196,ad_id_1309,ad_set_049,3.38,0.0,37.97,30.0,11.39,1.03,77,0,0.0,0.0,3.38,1.27,30,12,8,7,7
197,ad_id_850,ad_set_038,0.73,0.0,50.0,33.33,16.67,1.04,23,0,0.0,0.0,0.0,0.0,12,6,4,4,4
198,ad_id_688,ad_set_080,46.0,0.0,41.48,26.59,11.03,1.17,681,1,12.53,46.0,1.92,3.01,331,135,69,43,24
199,ad_id_1148,ad_set_044,63.12,0.68,42.8,35.32,15.12,1.14,1580,1,5.56,63.12,1.13,3.11,770,359,204,154,111
200,ad_id_1236,ad_set_113,7.24,0.0,55.59,19.51,10.85,1.06,279,0,0.0,0.0,1.81,1.36,164,51,21,17,8
201,ad_id_1677,ad_set_042,33.62,1.16,58.97,26.19,15.44,1.15,1115,1,7.8,33.62,0.84,3.12,756,257,147,111,75
202,ad_id_969,ad_set_061,9.05,4.31,45.61,23.85,10.88,1.14,420,1,20.92,9.05,0.53,3.56,218,79,40,30,16
203,ad_id_709,ad_set_072,23.02,3.39,38.06,34.32,13.06,1.05,588,2,32.26,11.51,1.77,2.1,236,104,70,55,30
204,ad_id_1719,ad_set_060,87.63,2.27,40.99,34.95,14.33,1.12,3054,5,14.62,17.53,0.89,2.89,1402,631,376,303,194
205,ad_id_848,ad_set_029,3.26,0.0,38.05,23.26,8.85,1.03,110,0,0.0,0.0,1.63,1.77,43,15,7,3,0
206,ad_id_852,ad_set_021,75.84,1.3,60.69,39.41,23.92,1.0,3391,2,5.9,37.92,0.62,3.63,2058,1104,563,403,230
207,ad_id_37,ad_set_027,2.45,0.0,61.11,20.45,12.5,1.03,70,0,0.0,0.0,1.23,2.78,44,10,9,7,6
208,ad_id_218,ad_set_069,5.26,0.0,43.95,24.64,10.83,1.21,130,0,0.0,0.0,0.75,4.46,69,28,10,7,4
209,ad_id_1238,ad_set_100,8.06,0.0,52.85,27.69,14.63,1.08,228,0,0.0,0.0,2.02,1.63,130,49,24,18,13
210,ad_id_378,ad_set_076,352.6,1.81,60.68,37.12,22.52,1.1,13723,15,9.92,23.51,0.91,2.57,9174,4634,2352,1703,932
211,ad_id_1054,ad_set_120,2.52,0.0,22.83,52.38,11.96,1.07,86,0,0.0,0.0,0.0,0.0,21,12,7,6,5
212,ad_id_815,ad_set_103,2.09,0.0,36.59,40.0,14.63,1.14,36,0,0.0,0.0,2.09,2.44,15,9,6,3,3
213,ad_id_814,ad_set_029,2.24,0.0,47.5,47.37,22.5,1.03,39,0,0.0,0.0,0.75,7.5,19,13,8,7,5
214,ad_id_1750,ad_set_080,32.86,0.0,38.04,49.54,18.84,1.24,923,0,0.0,0.0,0.62,4.65,434,271,179,135,97
215,ad_id_1498,ad_set_072,1336.84,1.64,33.54,48.96,16.42,1.64,22089,54,14.89,24.76,0.88,4.18,12159,7011,4429,3196,1939
216,ad_id_944,ad_set_103,754.15,1.77,24.37,45.99,11.21,1.59,14214,34,15.01,22.18,0.9,3.71,5521,3038,1946,1422,862
217,ad_id_182,ad_set_106,700.74,1.55,27.16,48.06,13.06,1.54,12730,26,13.28,26.95,0.91,3.93,5316,3012,1990,1457,905
218,ad_id_1791,ad_set_038,399.71,1.8,31.42,47.34,14.87,1.33,7735,17,16.55,23.51,1.0,3.89,3228,1858,1182,852,538
219,ad_id_892,ad_set_010,12.33,0.0,48.38,27.14,13.13,1.09,512,0,0.0,0.0,0.95,2.34,269,95,54,37,28
220,ad_id_1723,ad_set_019,59.26,0.0,44.93,28.37,12.75,1.16,2313,0,0.0,0.0,1.0,2.21,1202,464,241,166,100
221,ad_id_1084,ad_set_118,30.34,0.0,62.43,15.62,9.75,1.16,1335,0,0.0,0.0,1.05,1.87,967,218,97,69,43
222,ad_id_1068,ad_set_061,17.04,0.0,57.07,22.1,12.61,1.13,693,0,0.0,0.0,0.9,2.42,448,133,77,55,40
223,ad_id_1100,ad_set_118,191.96,2.13,60.83,37.75,22.96,1.1,7810,11,12.77,17.45,0.81,2.74,5240,2694,1435,1054,658
224,ad_id_1644,ad_set_047,417.69,0.85,60.38,38.02,22.96,1.09,17190,9,4.82,46.41,0.93,2.4,11265,5882,3094,2265,1331
225,ad_id_537,ad_set_100,148.26,0.77,59.74,38.04,22.73,1.19,3466,3,7.25,49.42,1.17,3.07,2471,1222,668,475,320
226,ad_id_1594,ad_set_061,451.73,1.72,58.29,37.57,21.9,1.28,13087,19,11.36,23.78,0.94,2.88,9745,4872,2565,1831,1124
227,ad_id_1067,ad_set_099,13.61,0.0,47.98,26.62,12.77,1.08,298,0,0.0,0.0,1.51,2.8,154,43,27,22,12
228,ad_id_1228,ad_set_063,9.58,0.0,61.66,15.54,9.58,1.08,290,0,0.0,0.0,1.2,2.56,193,41,21,12,6
229,ad_id_953,ad_set_098,23.99,1.62,55.01,16.15,8.88,1.1,801,1,11.39,23.99,1.09,2.51,483,88,51,39,26
230,ad_id_693,ad_set_092,27.09,0.0,38.21,34.45,13.16,1.14,481,0,0.0,0.0,1.94,2.56,209,144,102,76,60
231,ad_id_155,ad_set_055,25.09,0.0,40.73,40.38,16.44,1.11,473,0,0.0,0.0,1.48,3.25,213,142,99,88,72
232,ad_id_924,ad_set_073,0.54,0.0,50.0,25.0,12.5,1.0,16,0,0.0,0.0,0.0,0.0,8,3,1,1,0
233,ad_id_311,ad_set_050,13.96,2.79,59.52,24.77,14.75,1.13,330,1,26.81,13.96,1.16,3.22,222,60,37,23,16
234,ad_id_1461,ad_set_094,11.56,0.0,56.03,26.15,14.66,1.12,208,0,0.0,0.0,1.65,3.02,130,40,26,18,12
235,ad_id_393,ad_set_054,9.47,0.0,67.08,21.96,14.73,1.15,277,0,0.0,0.0,1.58,1.88,214,52,32,26,17
236,ad_id_1263,ad_set_064,2.49,0.0,56.76,14.29,8.11,1.14,65,0,0.0,0.0,0.83,4.05,42,7,3,2,0
237,ad_id_146,ad_set_055,5.05,0.0,59.73,24.72,14.77,1.03,144,0,0.0,0.0,1.26,2.68,89,26,14,8,1
238,ad_id_1692,ad_set_109,66.41,1.81,53.25,21.38,11.39,1.19,1460,3,17.25,22.14,1.25,3.05,926,220,131,98,62
239,ad_id_754,ad_set_063,1.06,0.0,74.0,10.81,8.0,1.14,44,0,0.0,0.0,1.06,2.0,37,5,4,4,4
240,ad_id_1119,ad_set_010,6.31,0.0,76.4,21.14,16.15,1.08,149,0,0.0,0.0,1.05,3.73,123,30,15,9,6
241,ad_id_1049,ad_set_073,11.05,0.0,64.5,21.85,14.09,1.16,317,0,0.0,0.0,0.92,3.25,238,57,32,27,24
242,ad_id_797,ad_set_036,17.15,0.0,65.7,15.11,9.93,1.07,517,0,0.0,0.0,1.32,2.35,364,60,33,27,13
243,ad_id_238,ad_set_049,1.05,0.0,68.75,12.12,8.33,1.02,47,0,0.0,0.0,0.53,4.17,33,5,1,0,0
244,ad_id_602,ad_set_021,29.41,0.0,26.74,38.86,10.39,1.2,657,0,0.0,0.0,1.55,2.41,211,150,100,85,67
245,ad_id_1397,ad_set_019,0.29,0.0,33.33,33.33,11.11,1.0,9,0,0.0,0.0,0.0,0.0,3,1,1,1,1
246,ad_id_1800,ad_set_092,5.08,7.67,32.09,41.86,13.43,1.16,116,1,74.63,5.08,1.69,2.24,43,30,22,18,16
247,ad_id_464,ad_set_003,0.04,0.0,0.0,0.0,0.0,1.0,5,0,0.0,0.0,0.0,0.0,0,0,0,0,0
248,ad_id_1560,ad_set_084,30.65,0.0,32.06,24.5,7.86,1.19,1058,0,0.0,0.0,0.79,3.1,404,247,145,105,91
249,ad_id_196,ad_set_111,0.15,0.0,50.0,50.0,25.0,1.0,4,0,0.0,0.0,0.0,0.0,2,2,2,1,0
250,ad_id_1674,ad_set_047,2.61,0.0,35.42,23.53,8.33,1.02,47,0,0.0,0.0,2.61,2.08,17,10,6,4,3
251,ad_id_1505,ad_set_098,0.11,0.0,55.56,20.0,11.11,1.0,9,0,0.0,0.0,0.06,22.22,5,3,1,1,1
252,ad_id_883,ad_set_099,24.52,0.0,38.44,47.81,18.38,1.16,561,0,0.0,0.0,0.88,4.29,251,196,151,126,92
253,ad_id_87,ad_set_027,2.8,0.0,42.47,45.16,19.18,1.04,70,0,0.0,0.0,0.93,4.11,31,25,16,14,12
254,ad_id_1699,ad_set_031,8.12,0.0,30.33,36.49,11.07,1.13,215,0,0.0,0.0,1.02,3.28,74,56,38,28,24
255,ad_id_1755,ad_set_017,0.33,0.0,58.33,14.29,8.33,1.0,12,0,0.0,0.0,0.33,8.33,7,2,2,2,1
256,ad_id_1304,ad_set_031,56.19,0.69,40.13,32.98,13.24,1.3,1258,1,6.13,56.19,1.06,3.25,655,234,123,79,65
257,ad_id_1509,ad_set_010,863.4,1.27,38.07,39.78,15.14,1.88,14767,27,9.75,31.98,1.19,2.62,10542,8183,5455,4365,2674
258,ad_id_1014,ad_set_068,46.91,0.0,33.74,50.0,16.87,1.26,977,0,0.0,0.0,1.47,2.6,416,251,175,139,98
